GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Consumer Discretionary,Automobiles & Components,Auto Components,DORMAN PRODUCTS INC,6.086,14.136,-16.52,10.008,-8.025,-4.208,2.136,1.838,-1.094,4.802,19.837,19.733,-22.488,32.885,-12.937
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",DOVER DOWNS GAMING & ENTMT,-1.44,4.051,-1.292,1.302,3.55,2.298,0.034,2.436,-4.567,3.526,-2.596,-0.185,-3.641,-2.043,-2.871
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",DOVER MOTORSPORTS INC,1.566,2.54,-2.494,1.863,-3.214,0.819,-0.655,0.029,-0.039,-0.133,-0.086,-0.054,0,-0.011,0.02
Consumer Discretionary,Retailing,Specialty Retail,DOVER SADDLERY INC,,,,-0.013,0.006,2.822,-2.785,0.208,0.139,0.284,0.013,-0.432,-0.014,0.02,
Consumer Discretionary,Retailing,Specialty Retail,DREAMS INC,-0.046,0.035,-0.079,0.173,-0.108,0.222,0.32,0.848,-1.103,0.084,-0.142,1.42,,,
Consumer Discretionary,Media,Media,DREAMWORKS ANIMATION INC,,,-0.832,0.038,63.093,340.662,102.508,-213.815,-29.845,-31.399,-67.426,-47.726,-56.847,36.221,-61.24
Consumer Discretionary,Automobiles & Components,Auto Components,DREW INDUSTRIES INC,-4.56,0.697,-0.875,8.465,-6.357,2.661,1.7,49.428,-47.521,43.673,-13.485,-32.296,3.355,56.341,-66.276
Consumer Discretionary,Retailing,Internet & Catalog Retail,DRUGSTORE.COM INC,81.506,-68.514,8.266,-14.099,8.456,4.8,-6.898,5.179,6.625,-3.022,-1.738,,,,
Consumer Discretionary,Retailing,Specialty Retail,DSW INC,4.535,25.353,-24.856,3.167,15.032,109.473,21.49,-47.27,-13.867,42.689,-42.647,-20.123,2.094,30.924,-52.85
Consumer Discretionary,Retailing,Specialty Retail,DSW INC-OLD,,,-1.584,3.595,1.263,116.42,-51.554,-11.404,-7.019,70.238,-31.403,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,DURA AUTOMOTIVE SYS  -CL B,6.741,1.851,164.144,34.715,11.049,-89.587,-32.343,3.124,,,,,,,
Consumer Discretionary,Retailing,Specialty Retail,E COM VENTURES INC,0.224,-0.619,1.364,-1.003,-0.712,0.011,0.022,-0.248,-2.293,,,,,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,EASTERN ASTERIA INC,0.002,-0.002,0,0.005,-0.005,0.001,,,-0.886,0.03,-0.053,-0.018,,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,EDIETS.COM INC,-5.196,0.755,0.302,3.919,2.724,-0.175,-2.597,1.117,-4.609,-1.048,-1.007,0.135,,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,EDUCATION HOLDINGS 1 INC,2.216,17.061,-9.972,1.974,5.26,-11.195,2.82,15.364,-16.428,1.222,4.756,-9.209,,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,EDUCATION MANAGEMENT CORP,6.667,7.752,37.405,-4.581,27.771,55.246,,,-13.266,85.91,10.228,29.678,-212.216,-60.313,139.872
Consumer Discretionary,Retailing,Distributors,EDUCATIONAL DEVELOPMENT CORP,0.053,0.639,0.526,-1.173,0.104,-0.042,0.933,1.186,0.456,-1.699,0.791,-1.228,-0.291,0.211,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",EINSTEIN NOAH RESTAURANT GRP,-0.609,11.967,-4.773,-0.36,0.177,-8.196,3.921,3.959,14.78,-14.331,1.883,-3.116,8.78,-11.45,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ELECTROLUX AB  -ADR,-200.127,377.925,221.507,-235.997,-584.822,-410.105,154.371,10.996,223.308,312.028,126.09,-497.985,-20.131,-35.484,319.509
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ELLIS PERRY INTL INC,0.119,0.959,3.379,-3.671,4.387,4.014,-4.898,8.846,-4.547,9.456,0.255,5.592,30.841,-27.968,16.558
Consumer Discretionary,Retailing,Internet & Catalog Retail,ELONG INC -ADR,,,,,,,,-8.345,-119.737,46.577,-39.097,4.807,-16.137,9.237,22.214
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ELXSI CORP,-0.987,0.815,-0.417,-0.044,-0.409,0.269,0.247,1.415,-1.454,0.167,-0.295,0.029,,,
Consumer Discretionary,Media,Media,EMAK WORLDWIDE INC,25.274,-10.47,3.898,-6.542,-14.885,1.909,2.362,-5.689,3.167,6.867,,,,,
Consumer Discretionary,Retailing,Specialty Retail,EMERGING VISION INC,5.107,-4.162,-0.389,0.719,-0.503,-0.064,0.473,1.557,-0.756,-0.514,-0.003,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,EMERSON RADIO CORP,-0.552,11.241,-7.815,-5.044,-3.415,14.559,-15.666,12.593,8.235,-7.467,24.005,5.164,-23.548,4.916,
Consumer Discretionary,Media,Media,EMMIS COMMUNICATIONS CP-CL A,42.529,-53.537,9.717,3.891,-3.916,124.768,-120.075,-1.249,30.233,-33.932,-0.746,-0.449,3.116,-3.431,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",EMPIRE RESORTS INC,-0.201,-1.243,0.154,-0.156,5.81,-0.172,2.479,5.537,-5.321,40.393,-37.12,1.641,-5.538,-1.537,-1.091
Consumer Discretionary,Automobiles & Components,Auto Components,ENOVA SYSTEMS INC,-0.155,-0.131,0.689,-1.338,1.045,14.612,-10.575,4.873,-5.161,7.754,-4.647,-5.335,-3.039,-0.056,
Consumer Discretionary,Media,Media,ENTERCOM COMMUNICATIONS CORP,1.995,-2.506,81.842,-76.699,-4.048,4.225,-5.276,0.15,-6.661,6.467,-6.983,-0.143,5.298,3.308,19.309
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ENTERTAINMENT GAMING ASIA,,,0.911,9.748,-10.602,0.01,-0.601,67.953,-53.782,-10.314,6.027,2.542,-2.394,-5.064,12
Consumer Discretionary,Media,Media,ENTRAVISION COMMUNICATIONS,66.867,-50.211,-6.444,7.605,27.163,18.641,52.915,-31.58,-22.651,-36.628,44.724,-13.671,-22.589,7.692,-12.562
Consumer Discretionary,Media,Media,ENVOY CAPITAL GROUP INC,-5.438,9.29,-13.435,1.648,2.081,0.478,-2.787,0.001,0.551,8.727,-5.072,-3.248,,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,ESCALADE INC,-0.609,-0.227,2.45,-2.722,2.402,-0.033,0.812,-1.021,0.809,-0.578,-1.503,2.285,-1.277,-0.198,0.886
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ETHAN ALLEN INTERIORS INC,5.056,34.088,27.576,6.168,-26.828,-24.08,170.353,-25.922,-73.503,-21.416,20.892,4.667,1.202,-7.12,36.575
Consumer Discretionary,Retailing,Distributors,EURO GROUP OF COMPANIES INC,0.053,-0.059,0.268,-0.259,,-0.005,0.073,-0.056,-0.015,0,0.071,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",EVER-GLORY INTL GROUP INC,,,,,,,-0.807,-0.255,0.804,2.11,0.136,5.131,0.543,18.407,6.361
Consumer Discretionary,Retailing,Internet & Catalog Retail,EVINE LIVE INC,-2.176,-69.901,-6.999,25.924,-18.393,-19.497,-1.647,-15.891,28.24,-36.845,29.471,-13.514,-6.48,2.7,-9.349
Consumer Discretionary,Media,Media,EW SCRIPPS  -CL A,3.656,3.307,-1.911,2.719,-5.948,6.964,11.207,1.182,-13.724,9.029,197.243,-77.035,114.753,-21.387,-62.796
Consumer Discretionary,Automobiles & Components,Auto Components,EXIDE TECHNOLOGIES,-5.038,8.631,8.063,-2.353,39.283,-44.535,44.05,14.336,-21.042,20.053,71.805,-5.995,-51.079,-0.578,
Consumer Discretionary,Retailing,Internet & Catalog Retail,EXPEDIA INC,60.67,121.491,-20.155,-24.415,-33.682,155.748,555.858,-235.888,48.026,-22.868,71.788,67.935,604.027,-272.128,381.667
Consumer Discretionary,Retailing,Specialty Retail,EYE CARE CENTERS OF AMERICA,1.016,-0.599,0.078,0.359,-0.711,14.684,-3.922,-8.223,7.823,,,,,,
Consumer Discretionary,Media,Media,FAB UNIVERSAL CORP,0.165,-0.025,0.022,0.003,0.392,0.424,1.816,3.351,-4.306,-0.972,-0.491,1.175,18.765,79.875,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,FAIRCHILD CORP  -CL A,-19.07,-20.839,0.332,-2.793,6.248,-0.267,-4.041,0.986,,,,,,,
Consumer Discretionary,Retailing,Multiline Retail,FAMILY DOLLAR STORES,-51.743,-21.805,198.512,-13.534,6.029,18.152,-25.448,7.449,71.326,280.388,-56.136,-241.349,-49.072,48.666,-1.159
Consumer Discretionary,Media,Media,FAMILY ROOM ENTMT CORP,1.3,-1.038,-0.305,0.066,0.195,0.447,-0.058,-0.048,-0.62,,,-0.003,-0.014,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",FAMOUS DAVES OF AMERICA INC,0.183,5.503,2.075,0.491,1.206,-6.76,-3.361,0.083,0.149,1.309,-0.342,-1.506,0.926,-0.781,0.84
Consumer Discretionary,Automobiles & Components,Auto Components,FEDERAL SCREW WORKS,1.262,-1.444,0.101,0.217,-0.259,-0.133,0.07,-0.03,0.123,-0.104,-0.033,0.285,-0.239,0.057,
Consumer Discretionary,Automobiles & Components,Auto Components,FEDERAL-MOGUL HOLDINGS CORP,42.7,239.7,48.2,77.3,228.2,-313.4,-27.9,66.1,462.8,146,71,-152,-486,294,-429
Consumer Discretionary,Automobiles & Components,Automobiles,FIAT CHRYSLER AUTOMOBILES NV,85.431,121.054,1421.766,-350.197,-63.629,769.73,1747.283,-1606.33,-4117.24,12243.828,4547.286,7211.691,184.604,2465.063,4096.189
Consumer Discretionary,Retailing,Specialty Retail,FINISH LINE INC  -CL A,32.361,29.088,-1.111,23.678,-21.086,-8.503,15.376,10.037,28.061,133.546,64.815,8.171,-80.512,2.097,
Consumer Discretionary,Retailing,Distributors,FINISHMASTER INC,0.894,1.464,-0.907,-0.048,0.46,1.339,-0.036,0.445,-1.769,0.3,,,,,
Consumer Discretionary,Retailing,Specialty Retail,FINLAY ENTERPRISES INC,-3.445,17.707,19.962,21.971,-26.859,-36.252,-25.776,2.943,-1.944,,,,,,
Consumer Discretionary,Retailing,Specialty Retail,FINLAY FINE JEWELRY CORP,-3.509,17.973,19.263,20.996,-27.524,-34.459,-25.794,2.997,-1.947,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,FIRSTIME DESIGN LTD,-1.326,0.197,0.024,0.418,-0.706,-0.359,2.413,-0.404,-1.574,1.171,-1.235,0.211,,,
Consumer Discretionary,Media,Media,FISHER COMMUNICATIONS INC,-3.391,3.35,19.947,-10.519,3.029,3.597,-12.145,-0.967,25.325,12.147,8.963,90.072,-122.614,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",FLANIGANS ENTERPRISES INC,-1.013,0.657,-0.406,0.444,1.349,-0.262,-0.976,0.525,1.021,1.336,1.867,-2.183,2.957,-0.163,1.041
Consumer Discretionary,Automobiles & Components,Automobiles,FLEETWOOD ENTERPRISES INC,-7.047,-10.519,5.432,-17.425,-7.329,95.292,-71.013,6.135,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,FLEXSTEEL INDUSTRIES INC,-0.885,6.048,-4.673,7.436,-10.335,-0.77,0.279,-1.086,1.941,-1.128,6.564,9.611,-3.919,-3.036,11.242
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",FLORIDA GAMING CORP,-0.563,-0.485,-0.162,1.128,3.364,-3.765,0.135,1.246,-1.911,-0.693,-0.07,36.549,-32.438,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,FOAMEX INTERNATIONAL INC,-1.687,10.174,-10.54,2.089,-1.262,2.067,-1.444,-0.792,,,,,,,
Consumer Discretionary,Media,Media,FOCUS MEDIA HOLDING LTD -ADR,,,,0.701,21.953,13.984,127.958,285.805,-27.501,145.244,-113.684,-123.257,342.914,,
Consumer Discretionary,Retailing,Specialty Retail,FOOT LOCKER INC,-53,106,142,91,35,64,-68,267,-103,197,114,155,29,-22,109
Consumer Discretionary,Automobiles & Components,Automobiles,FORD MOTOR CO,470,2367,5053,9549,303,4900,484,6389,-13234,-608,-6089,2343,-1489,-1191,-3711
Consumer Discretionary,Automobiles & Components,Automobiles,FORD MOTOR CO-PRE FASB,470,2367,1116,270,3287,3250,2628,4658,-14301,3932,-3461,1664,-1718,-1288,-392
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,FOREFRONT HOLDINGS INC,0.06,-0.056,-0.006,0,1.324,-0.228,-0.398,-0.386,,,,,,,
Consumer Discretionary,Media,Media,FORTRAN CORP,0.713,2.839,0.047,-4.044,0.169,0.109,-0.37,-0.056,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",FORWARD INDUSTRIES INC,-0.37,0.536,-0.169,0.918,2.362,10.804,3.318,1.658,-0.405,0.241,-1.632,-3.56,-10.304,2.009,-0.14
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",FOSSIL GROUP INC,-11.407,-12.01,44.857,45.714,27.368,-127.973,75.082,121.94,-83.232,233.163,-12.381,-105.296,-110.262,143.243,-44.218
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,FOUNTAIN POWERBOAT INDS INC,-0.234,-1.187,-0.467,0.895,2.142,0.646,0.461,-2.095,-0.934,,,,,,
Consumer Discretionary,Media,Media,FRANKLIN ELECTRONIC PUBLISH,-4.064,-0.338,-1.038,0.758,0.569,0.924,2.604,5.51,0.189,,,,,,
Consumer Discretionary,Retailing,Multiline Retail,FREDS INC,-0.467,13.337,-7.697,-3.468,0.624,-2.22,-0.67,7.791,24.862,19.614,-5.56,-22.052,-19.001,-1.404,-0.285
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",FRISCH'S RESTAURANTS INC,-0.285,0.39,0.462,-0.839,0.012,0.509,-0.494,0.48,0.097,-0.251,1.802,43.647,-41.707,-2.218,
Consumer Discretionary,Retailing,Internet & Catalog Retail,FTD COMPANIES INC,,,,-34.489,0.57,6.399,2.064,14.508,9.635,,,15.183,20.289,-19.185,47.433
Consumer Discretionary,Automobiles & Components,Auto Components,FUEL SYSTEMS SOLUTIONS INC,13.579,-6.001,,7.528,-1.106,18.692,-15.564,15.251,-0.32,20.042,78.256,-28.035,-21.065,5.286,4.219
Consumer Discretionary,Automobiles & Components,Automobiles,FUJI HEAVY INDS LTD  -ADR,94.089,98.492,301.465,-288.987,-71.85,-164.459,-112.33,153.583,-347.373,1013.94,437.869,370.307,526.158,2221.8,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",FULL HOUSE RESORTS INC,0.016,0.412,0.297,0.778,0.524,0.809,18.842,-14.142,-2.671,3.894,4.096,1.413,5.896,-5.667,0.703
Consumer Discretionary,Media,Media,FULLCIRCLE REGISTRY INC,,-0.002,-0.003,0,0.007,0.011,-0.019,0.009,0.012,-0.02,0.005,0.013,0.015,-0.02,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,FURNITURE BRANDS INTL INC,7.197,1.101,-0.633,56.594,-20.42,63.074,-87.757,92.199,-12.184,-22.708,-31.908,-26.577,-13.518,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",G-III APPAREL GROUP LTD,-5.299,-6.75,0.927,12.664,0.502,-9.543,4.995,26.315,-35.833,44.305,-36.768,14.615,2.7,-5.269,106.263
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,GAFISA SA  -ADR,,,,,,,61.975,139.566,9.062,458.01,-21.982,-63.77,239.079,-157.897,
Consumer Discretionary,Retailing,Internet & Catalog Retail,GAIAM INC,4.701,13.665,-10.821,-3.039,2.055,4.589,89.848,-38.618,-34.293,16.36,-19.552,-14.228,-4.687,22.371,-16.457
Consumer Discretionary,Consumer Services,Diversified Consumer Services,GALLERY OF HISTORY INC,-0.228,-0.022,0.005,-0.01,0.058,-0.058,0,0,0.008,-0.003,,,,,
Consumer Discretionary,Retailing,Specialty Retail,GAMESTOP CORP,2.029,72.109,151.28,-27.125,-33.913,230.601,250.81,205.011,-279.273,327.277,-194.6,-55.8,-19.2,161.8,73.9
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,GAMETECH INTERNATIONAL INC,-0.425,6.002,-5.898,5.969,-4.101,0.229,-0.919,-1.781,2.446,-2.739,-1.32,-0.66,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",GAMING PARTNERS INTL CORP,-1.184,0.337,-1.921,1.853,3.826,-3.439,1.315,-1.261,0.92,-2.309,8.162,-2.118,4.756,0.454,-5.523
Consumer Discretionary,Media,Media,GANNETT CO,147.036,-52.567,-50.255,-23.186,68.686,-67.071,25.453,-17.007,21.7,-0.154,84.219,-16.088,8.104,294.173,-350.719
Consumer Discretionary,Retailing,Specialty Retail,GAP INC,-41.558,626.955,2352.765,-766,-16,-210,-5,-306,-9,633,-787,324,-425,50,5
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,GARMIN LTD,147.652,-58.889,23.926,57.561,-24.42,84.443,2.969,370.368,-11.354,395.246,169.355,26.224,-55.98,-52.031,17.119
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",GATE TO WIRE SOLUTIONS INC,-0.251,0.02,-0.02,0.018,-0.018,0.61,-0.598,0.099,-0.109,,,,,,
Consumer Discretionary,Media,Media,GATEHOUSE MEDIA INC,,,,,,-0.213,87.239,-78.206,-0.352,-0.745,4.004,10.459,15.315,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,GEEKNET INC,105.196,-63.502,-22.34,-28.845,4.661,-8.466,12.255,-6.396,33.547,-11.568,6.39,1.577,20.384,-4.21,1.663
Consumer Discretionary,Media,Media,GEMSTAR-TV GUIDE INTL INC,251,-138.796,1.012,-92.902,301.169,-93.398,-0.494,52.351,,,,,,,
Consumer Discretionary,Media,Media,GENER8XION ENTERTAINMENT INC,-0.026,0.113,0.001,0.021,-0.019,0.686,-0.532,0.165,,,,,,,
Consumer Discretionary,Automobiles & Components,Automobiles,GENERAL MOTORS CO,-158,8271,2894,12234,3439,-4896,4534,694,-10764,9017,-1814,-5185,2351,1599,-1067
Consumer Discretionary,Automobiles & Components,Automobiles,GENERAL MOTORS CORP-PRE FASB,-611,-687,4859,2262,-1276,2039,,775,-10596,,,,,,
Consumer Discretionary,Retailing,Specialty Retail,GENERAL NUTRITION CNTRS INC,,,,-5.589,51.985,0.852,-61.933,4.774,13.453,32.782,75.552,,,,
Consumer Discretionary,Retailing,Specialty Retail,GENESCO INC,2.522,-13.998,9.545,25.62,-21.481,0.383,-43.712,0.964,-0.031,64.476,-26.214,-2.144,6.005,-0.348,53.42
Consumer Discretionary,Automobiles & Components,Auto Components,GENTEX CORP,40.968,29.589,29.049,153.829,72.876,44.143,-194.182,72.217,-23.411,41.801,12.241,9.637,31.692,-80.087,187.838
Consumer Discretionary,Automobiles & Components,Auto Components,GENTHERM INC,1.205,-2.396,-0.678,0.57,6.759,0.286,1.076,-1.27,24.133,-3.626,4.907,-2.745,34.313,-3.267,30.815
Consumer Discretionary,Retailing,Distributors,GENUINE PARTS CO,-17.997,58.032,-65.775,-4.602,119.547,53.971,-52.938,95.864,-164.06,269.026,193.165,-4.914,-121.959,-206.202,-59.163
Consumer Discretionary,Retailing,Distributors,GEORGE FOREMAN ENTERPRISES,-31.839,-18.855,-7.021,3.236,-0.311,-0.558,-1.284,-1.315,-0.241,,0.072,,,,
Consumer Discretionary,Media,Media,GETTY IMAGES INC,-39.462,-19.721,29.932,63.953,137.734,28.332,116.382,-6.332,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",GILDAN ACTIVEWEAR INC,22.225,-21.2,44.698,16.255,-8.669,9.131,-40.795,-19.757,3.107,87.375,158.71,-169.64,-11.615,26.958,-32.205
Consumer Discretionary,Retailing,Specialty Retail,GOLFSMITH INTL HOLDINGS INC,,,-28.137,-8.484,11.859,-4.367,-2.406,2.224,-1.37,-1.959,-0.492,2.443,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",GOOD TIMES RESTAURANTS INC,-0.622,0.075,-0.23,0.509,0.316,-0.033,0.85,-0.148,-1.051,-0.599,-0.386,0.418,-0.231,5.527,3.751
Consumer Discretionary,Automobiles & Components,Auto Components,GOODYEAR TIRE & RUBBER CO,11.6,706.5,-36.4,646.8,421.6,210,1737,-399,-1569,28,83,767,-491,715,-835
Consumer Discretionary,Retailing,Multiline Retail,GOTTSCHALKS INC,0.926,-0.086,3.474,-1.043,0.298,-0.102,0.683,-2.019,,,,,,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,GRAHAM HOLDINGS CO,-55.134,11.135,-2.709,58.666,2.839,96.461,132.287,-26.682,69.043,87.164,-4.819,-56.641,131.332,57.288,204.267
Consumer Discretionary,Consumer Services,Diversified Consumer Services,GRAND CANYON EDUCATION INC,,,,,,,11.782,8.849,16.222,27.419,-28.934,-12.448,83.922,-49.287,9.414
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",GRANITE CITY FOOD & BREWERY,0.856,-0.579,3.137,-2.082,7.857,0.539,-2.164,-0.595,-4.424,-0.909,1.361,-0.976,0.438,0.111,-0.703
Consumer Discretionary,Media,Media,GRAY TELEVISION INC,0.427,-1.657,12.357,-0.968,38.619,-41.251,-4.574,10.597,15.311,-14.649,-10.569,-0.241,5.877,2.411,17.291
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",GREAT WOLF RESORTS INC,,,,-1.3,75.919,-24.627,41.996,-78.181,-4.366,6.682,16.075,-3.221,,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,GREM USA,-0.006,-0.041,0.01,-0.014,0,0.045,-0.032,-0.012,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",GRILL CONCEPTS INC,0.271,1.677,-1.025,0.206,-0.089,1.754,-0.112,1.838,-3.158,6.501,,,,,
Consumer Discretionary,Retailing,Specialty Retail,GROUP 1 AUTOMOTIVE INC,22.054,6.334,7.472,1.108,11.267,-0.055,1.618,-5.564,-11.104,-9.923,6.622,-4.948,-10.245,15.565,20.76
Consumer Discretionary,Media,Media,GRUPO RADIO CENTRO SA  -ADR,10.491,-10.933,-2.985,2.473,-4.53,6.089,0.683,5.979,-5.347,6.317,-2.592,-1.59,,,
Consumer Discretionary,Media,Media,GRUPO TELEVISA SAB  -ADR,101.85,-246.132,272.521,278.181,293.471,-227.51,40.17,985.771,660.978,-280.531,-728.254,-335.175,215.019,-181.042,883.886
Consumer Discretionary,Retailing,Specialty Retail,GUESS INC,7.193,1.538,-0.117,35.41,38.84,65.546,48.795,67.978,18.523,207.945,-75.026,64.768,-162.784,173.924,-19.462
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,GUILDMASTER INC,0.006,,0.059,-0.026,0.293,-0.371,0.058,0.679,,0.34,0.008,0.104,,,
Consumer Discretionary,Retailing,Specialty Retail,GYMBOREE CORP,-34.968,3.123,52.199,28.925,9.046,1.438,-4.544,5.82,107.159,117.2,-225.548,45.786,-44.582,6.101,-20.909
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",HALLWOOD GROUP INC,-0.025,2.105,-1.629,1.508,68.882,-54.901,-6.594,-2.794,-1.244,1.822,3.321,-0.29,-10.676,0.86,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",HAMPSHIRE GROUP LTD,-13.314,18.169,38.934,-3.601,-27.068,34.577,4.419,-21.779,-13.333,-1.733,0.355,-7.919,-13.301,-11.115,
Consumer Discretionary,Retailing,Specialty Retail,HANCOCK FABRICS INC,-3.013,3.023,-2.325,-0.509,-0.286,-0.577,-0.716,-0.219,0.058,0.155,-0.121,0.276,1.414,-2.256,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",HANESBRANDS INC,,,,,384.338,406.645,-782.547,18.263,-106.894,-28.399,4.728,-8.326,7.451,73.067,123.992
Consumer Discretionary,Automobiles & Components,Automobiles,HARLEY-DAVIDSON INC,236.321,19.702,-158.51,531.521,-54.17,-134.184,97.422,164.457,190.704,1042.938,-614.563,505.017,-458.812,-1.526,-159.932
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,HARMAN INTERNATIONAL INDS,1.402,-1.617,113.505,31.658,229.797,4.506,0.544,-185.617,116.968,367.459,59.211,-41.678,13.464,-163.098,127.054
Consumer Discretionary,Media,Media,HARRIS INTERACTIVE INC,23.824,-13.347,0.202,9.604,0.515,0.607,-1.653,17.446,3.963,-16.122,-2.594,0.066,-2.768,4.288,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,HARTCOURT COMPANIES INC,0.072,0.174,-0.202,2.406,-0.741,-0.969,-0.38,-0.016,0.097,,,,,,
Consumer Discretionary,Media,Media,HARTE HANKS INC,-12.268,7.54,-5.442,7.125,6.656,-14.246,13.709,-15.423,7.314,56.437,-0.602,0.782,-37.13,39.363,-31.998
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,HASBRO INC,-153.044,105.98,262.277,25.375,204.255,217.266,-226.868,59.058,-144.068,5.655,91.751,-86.108,208.013,-167.252,210.718
Consumer Discretionary,Retailing,Specialty Retail,HASTINGS ENTERTAINMENT INC,-2.769,0.062,0.128,2.677,2.419,-3.109,0.22,0.145,3.467,1.414,-2.714,-1.977,-0.442,0.023,
Consumer Discretionary,Retailing,Specialty Retail,HAVERTY FURNITURE,1.494,-2.529,3.037,27.827,-21.469,-13.016,1.018,-11.972,3.53,40.769,13.579,-8.46,3.965,29.635,-17.704
Consumer Discretionary,Automobiles & Components,Auto Components,HAYES LEMMERZ INTL INC,-25.9,45.2,20.9,-17.6,-14.7,7.6,-3.9,121.7,-52.7,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,HEAD NV  -ADR,-2.099,6.279,15.47,3.714,18.288,-5.92,-6.667,-18.501,-14.793,27.043,17.628,-36.57,23.01,45.748,-49.308
Consumer Discretionary,Media,Media,HEARST-ARGYLE TELEVISION,0.148,-2.52,1.182,67.086,20.68,27.857,-101.455,-12.646,1.08,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",HEELYS INC,,,,,1.567,-0.89,53.446,44.587,-30.325,-29.076,-4.05,-17.395,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,HELEN OF TROY LTD,-8.328,38.356,-16.456,5.607,-31.295,-3.432,17.135,22.396,44.824,7.533,-83.015,-5.347,-9.004,57.185,
Consumer Discretionary,Retailing,Specialty Retail,HHGREGG INC,,,,,,-6.341,-0.803,0.371,19.627,136.341,-85.043,-13.55,-10.652,-0.428,
Consumer Discretionary,Retailing,Specialty Retail,HIBBETT SPORTS INC,1.024,0.088,10.044,29.947,16.379,-32.398,4.423,-19.625,9.908,29.041,25.826,-20.379,21.773,-10.684,22.17
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",HILTON WORLDWIDE HOLDINGS,-57,-12,19,28,294,851,-1016,,,,,-15,-26,-161,-28
Consumer Discretionary,Retailing,Internet & Catalog Retail,HOLLYWOOD MEDIA CORP,-0.564,0.07,0.361,-0.474,4.462,0.727,20.522,-0.69,-14.073,-0.921,21.041,-25.689,7.695,,
