GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,QSOUND LABS INC,0.74,-0.217,0.573,-0.56,1.266,-2.105,1.094,-1.084,,,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,QUANTUM FUEL SYS TECH WORLDW,0.003,0.173,11.361,4.189,-3.992,-2.724,-4.994,2.005,-3.403,1.406,-1.251,,-1.784,5.018,-2.536
Consumer Discretionary,Media,Media,QUEBECOR INC  -CL B,47.883,145.673,-94.43,-75.679,50.773,-42.296,-53.038,32.183,-46.16,277.22,-56.249,-94.709,82.647,225.627,-70.08
Consumer Discretionary,Consumer Services,Diversified Consumer Services,QUESTAR ASSESSMENT INC,-0.629,-0.435,0.135,0.869,0.788,-0.462,-0.5,1.624,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",QUIKSILVER INC,0.849,2.704,-2.405,25.269,27.331,20.401,-38.764,37.514,-21.306,46.474,21.077,-10.84,-67.93,15.457,-10.616
Consumer Discretionary,Media,Media,RADIO ONE INC,14.658,11.236,54,-7.405,-27.619,8.69,13.325,-8.159,-1.958,-2.326,-10.771,26.747,21.316,-0.579,11.105
Consumer Discretionary,Retailing,Specialty Retail,RADIOSHACK CORP,-33.9,270.7,45.1,188.2,-196.8,-213.9,248,37.7,305.1,93.4,-338.8,22.3,-56,-355.9,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",RALPH LAUREN CORP,-113.073,136.555,98.873,-0.129,-1.85,-64.8,278.2,-12.4,-70.3,81.9,-110.1,218.6,302.1,-177,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RAVE RESTAURANT GROUP INC,-0.025,0.056,0.23,-0.371,0.218,-0.444,0.011,1.695,-0.722,-0.883,0.487,0.188,-0.359,0.329,1.877
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,RC2 CORP,0.316,3.928,0.595,-0.523,3.542,5.138,0.103,32.444,-25.714,55.954,-29.281,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RCI HOSPITALITY HLDGS INC,,0.33,0.029,-0.129,-0.327,0.205,0.375,2.144,2.604,7.322,6.318,-8.901,-4.178,5.136,-0.674
Consumer Discretionary,Media,Media,RCN CORP,-35.035,119.843,-426.855,-30.97,35.956,-42.633,-4.564,-44.549,19.086,61.03,,,,,
Consumer Discretionary,Media,Media,READERS DIGEST ASSN INC,-363.7,-14.3,72.2,-56.3,-1,-12.6,-3,42.7,29.2,,,,,,
Consumer Discretionary,Media,Media,READING INTL INC  -CL A,-8.722,4.866,-1.59,2.449,-9.443,-3.744,2.46,9.774,10.092,-6.262,9.956,-2.971,6.934,-0.835,12.552
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RED LION HOTELS CORP,-0.881,2.259,-3.034,7.369,1.693,19.152,-0.271,1.782,3.178,-14.337,0.131,-2.031,4.496,6.581,-7.932
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RED ROBIN GOURMET BURGERS,3.141,10.675,-14.196,0.074,0.109,-1.64,-0.578,10.152,-1.756,9.11,-2.379,17.147,-12.596,-5.332,5.3
Consumer Discretionary,Media,Media,REED ELSEVIER NV  -ADR,0,0,0,0,0,-28.421,193.996,-202.982,4.176,-12.899,0,0,-2.637,1.378,4.84
Consumer Discretionary,Media,Media,REED ELSEVIER PLC  -ADR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consumer Discretionary,Media,Media,REGAL ENTERTAINMENT GROUP,,68,208,12.8,-44.9,-47.6,-34.1,273,-265,157.9,-122.8,47.7,-143.5,171.4,-133.8
Consumer Discretionary,Consumer Services,Diversified Consumer Services,REGIS CORP/MN,4.535,9.77,62.445,-27.423,18.113,29.151,32.679,49.388,-57.158,-85.089,109.333,-55.608,15.68,88.545,178.139
Consumer Discretionary,Automobiles & Components,Auto Components,REMY INTERNATIONAL INC,2.513,-0.025,-10.972,8.902,41.338,-42.523,,-3.652,-5.982,11.427,7.343,54.17,20.049,3.151,-29.999
Consumer Discretionary,Retailing,Specialty Retail,RENT-A-CENTER INC,14.816,71.463,-22.235,58.218,-85.116,-1.198,34.717,5.031,-9.993,14.421,-31.076,17.338,-26.978,-18.813,3.852
Consumer Discretionary,Media,Media,RENTRAK CORP,-0.705,8.706,-3.184,-1.328,13.247,-6.317,-4.315,15.511,-22.261,-2.166,1.386,1.705,-1.691,1.267,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RESTAURANT BRANDS INTL INC,,,,,18,211,-173,-89,-4,-44.3,65.9,251.8,87.7,240.2,1016.3
Consumer Discretionary,Retailing,Specialty Retail,RESTORATION HARDWARE HLDNGS,-2.017,19.675,-20.655,0.373,-0.099,0.086,-0.529,-0.232,,,0.178,-4.853,-0.158,5.035,135.545
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,RETAIL HOLDINGS NV,,2.465,-1.377,14.007,12.488,-6.844,-0.74,-7.619,-9.001,21.66,18.379,-21.79,-13.826,13.932,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RIVIERA HOLDINGS CORP,9.37,-5.568,-26.386,-0.876,-0.458,1.685,4.714,3.534,-15.358,5.595,2.28,-15.464,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ROCKFORD CORP,1.833,-0.339,-2.107,0.412,-0.475,0,0,0,0,0,0,1.762,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ROCKY BRANDS INC,-0.212,0.837,1.322,-2.118,2.902,-3.452,2.123,2.807,-2.227,-2.514,2.565,-0.712,0.372,0.193,0.401
Consumer Discretionary,Retailing,Specialty Retail,ROSS STORES INC,-42.176,3.197,110.298,50.897,-86.215,76.436,175.621,-109.808,63.775,446.988,65.581,-184.089,-3.074,-223.593,273.44
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ROYAL CARIBBEAN CRUISES LTD,114.34,549.368,-484.594,87.502,298.492,-503.193,-20.865,126.264,172.094,-118.259,135.31,-157.743,-67.331,9.832,-15.446
Consumer Discretionary,Media,Media,RR MEDIA LTD,,,,,-1.546,0.371,49.333,-22.984,6.34,-19.808,-1.85,1.352,-2.31,2.032,-1.164
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RUBIO'S RESTAURANTS INC,-2.148,3.399,3.868,-2.095,0.832,-1.343,1.924,-6.384,2.254,3.728,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RUBY TUESDAY INC,0.482,22.063,-24.037,10.823,0.302,2.578,3.527,-9.86,-6.272,-0.191,0.153,38.462,4.723,-1.581,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",RUTHS HOSPITALITY GROUP INC,,,,,-1.224,5.079,-4.295,7.621,-8.435,-2.195,3.338,-1.093,3.984,2.677,-6.285
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,RYLAND GROUP INC,72.275,156.109,-28.865,47.259,-228.316,372.995,-246.346,28.577,179.645,-104.487,-58.552,-67.228,-3.45,69.899,293.182
Consumer Discretionary,Retailing,Specialty Retail,S & K FAMOUS BRANDS INC,-0.18,3.818,-1.255,-2.73,0.108,-0.557,-0.071,-0.355,,,,,,,
Consumer Discretionary,Media,Media,SAGA COMMUNICATIONS  -CL A,-2.672,3.173,-5.969,5.892,-2.653,6.055,-4.369,2.544,-6.351,5.907,-0.702,-5.206,8.924,1.713,0.279
Consumer Discretionary,Retailing,Multiline Retail,SAKS INC,45.1,34.442,110.466,156.266,-108.769,-176.704,197.483,-176.721,-90.889,137.028,50.565,2.31,-119.767,,
Consumer Discretionary,Media,Media,SALEM MEDIA GROUP INC,-30.196,19.993,2.404,-20.705,5.374,-7.015,-3.269,-0.263,1.445,7.053,-8.117,-0.761,0.313,-0.315,-0.032
Consumer Discretionary,Retailing,Specialty Retail,SALLY BEAUTY HOLDINGS INC,,,,,-15.261,-6.841,68.959,-69.299,61.516,-45.341,5.047,3.987,176.739,-193.105,59.46
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SALTON INC,-3.634,22.491,0.958,22.047,11.145,7.574,-32.688,-3.914,19.825,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SANTA FE FINANCIAL CORP,,0.105,1.377,-1.423,0.063,-0.113,0.19,-1.763,-0.088,-0.472,0.341,0.113,0.398,-0.455,0.451
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SBARRO INC,8.565,-5.367,18.198,1.259,6.57,10.089,,-48.76,9.419,-11.423,,,,,
Consumer Discretionary,Media,Media,SCHOLASTIC CORP,4.8,-3.1,47.9,-40.8,92.8,94.7,-182.5,97.6,23.2,100.5,-138.8,89.6,-107.5,-66.5,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,SCHOOL SPECIALTY INC,1.537,0.435,-3.734,-0.02,1.824,-1.79,-0.017,1.648,-2.163,19.164,-11.214,-9.337,20.285,-11.761,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SCIENTIFIC GAMES CORP,10.241,6.161,22.28,44.444,28.922,-27.178,-11.151,1.612,111.236,124.454,-135.85,-19.879,4.613,44.7,18.1
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SCORES HOLDING CO INC,-0.036,-0.002,0.009,-0.028,0,0.031,0.2,-0.231,0,0.032,,-0.015,0.05,-0.055,0.123
Consumer Discretionary,Media,Media,SCRIPPS NETWORKS INTERACTIVE,,,,,,,13.001,-6.429,-2.562,244.4,295.527,210.195,-322.567,248.846,191.793
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SEALY CORP,7.269,-6.104,15.433,73.657,-78.321,13.775,9.066,-31.013,11.989,104.831,-22.172,-1.28,20.179,,
Consumer Discretionary,Retailing,Multiline Retail,SEARS HOLDINGS CORP,57,844,-632,1475,1347,1005,-472,-2217,-449,516,-314,-612,-138,419,-778
Consumer Discretionary,Retailing,Specialty Retail,SELECT COMFORT CORP,-5.943,14.877,10.801,-2.451,-9.659,17.797,-35.048,-1.54,5.778,4.66,63.644,40.239,-28.34,-29.692,-6.228
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SEQUENTIAL BRANDS GROUP INC,,,,,,4.526,-4.466,0.3,1.526,0.678,-1.105,-0.942,2.381,22.501,-2.604
Consumer Discretionary,Consumer Services,Diversified Consumer Services,SERVICE CORP INTERNATIONAL,-3.286,-18.617,171.333,38.806,48.354,158.997,-406.902,128.714,-40.197,51.348,-8.899,-42.277,-35.861,52.165,35.751
Consumer Discretionary,Consumer Services,Diversified Consumer Services,SERVICEMASTER CO,-15.448,363.602,-175.235,0.984,28.465,-142.118,9.167,83.544,198.368,-152.124,-2.867,76.232,93.815,63.443,-108
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SHARP CORP  -ADR,354.171,73.72,335.252,56.296,157.698,34.483,232.444,84.313,-227.594,108.469,-1053.815,-577.09,-62.765,1580.579,
Consumer Discretionary,Media,Media,SHAW COMMUNICATIONS INC-CL B,-12.913,0,0,14.984,-15.763,1.44,-1.548,156.544,-155.498,413.274,-222.276,382.952,-16.224,-4.737,198.011
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SHELLS SEAFOOD RESTRNTS INC,-1.679,-0.292,1.499,-1.745,1.626,-0.989,-0.627,-0.276,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SHFL ENTERTAINMENT INC,1.334,0.272,0.522,-0.93,17.906,-7.301,-4.373,-4.514,0.982,2.466,2.148,12.201,1.971,,
Consumer Discretionary,Automobiles & Components,Auto Components,SHILOH INDUSTRIES INC,-0.403,3.543,-2.927,-1.23,2.912,-2.809,-0.294,-0.236,2.079,-2.083,-0.093,-0.014,0.154,0.224,11.616
Consumer Discretionary,Retailing,Specialty Retail,SHOE CARNIVAL INC,1.552,2.232,0.323,-1.711,0.818,15.415,14.535,-25.662,15.64,19.351,16.025,10.409,-24.846,2.497,13.123
Consumer Discretionary,Retailing,Internet & Catalog Retail,SHUTTERFLY INC,,,,,3.111,25.372,79.898,3.531,-34.418,44.648,119.432,-72.329,65.173,253.996,-118.541
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SIGNATURE EYEWEAR INC,1.397,-0.417,-0.366,-0.414,0.109,0.213,-0.182,-0.093,-0.155,0.125,,,,,
Consumer Discretionary,Retailing,Specialty Retail,SIGNET JEWELERS LTD,-17.535,-16.52,-13.652,-21.494,12.064,-88.922,48.635,-110.6,55.1,219.4,-14.1,184.7,-185.8,-53.4,-54
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SILVERLEAF RESORTS INC,1.986,-0.596,-5.051,2.94,6.842,0.055,0.46,1.72,-1.739,2.474,-2.1,,,,
Consumer Discretionary,Media,Media,SINCLAIR BROADCAST GP  -CL A,-12.317,27.972,-26.736,23.403,-18.239,-0.836,57.753,-46.428,-4.51,6.754,-1.25,-9.007,9.898,257.239,-262.422
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SINGING MACHINE CO INC,0.637,4.504,-5.252,0.088,0.261,-0.194,0.765,-0.741,0.509,-0.091,-0.191,-0.407,1.386,-0.299,
Consumer Discretionary,Media,Media,SIRIUS XM HOLDINGS INC,-67.412,-9.671,13.649,502.604,232.912,8.116,-368.586,45.399,-58.374,3.043,203.202,187.299,-253.045,-386.14,12.919
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SIX FLAGS ENTERTAINMENT CORP,-95.153,10.556,-16.894,73.53,-29.382,12.727,-56.215,4.093,181.944,-45.502,22.231,44.366,397.781,-459.898,-95.426
Consumer Discretionary,Media,Media,SIZMEK INC,-1.881,-0.167,-0.197,4.709,0.823,-6.173,24.474,-14.373,7.079,16.69,39.539,-0.834,11.945,8.956,68.024
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SKECHERS U S A INC,-2.055,6.773,109.276,-11.351,24.174,59.354,-36.522,35.591,-84.575,150.734,-32.117,117.586,-25.318,46.185,94.674
Consumer Discretionary,Media,Media,SKY PLC  -ADR,94.26,57.856,-158.243,-5.62,161.321,381.909,578.768,-764.4,392.148,294.491,-242.141,437.022,-716.85,533.871,456.703
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SKYE INTERNATIONAL INC,-0.026,0,0.001,0,0.018,-0.016,0.006,0.026,0.003,0.296,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SKYLINE CORP,-1.556,3.249,0.037,0.102,3.568,-2.347,-1.683,2.181,-0.721,-0.568,0.459,2.284,-0.173,-5.807,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,SMITH & WESSON HOLDING CORP,0.082,13.634,-7.83,-6.671,-1.429,-3.35,3.334,0.294,35.463,0.033,18.437,-1.575,43.77,-31.627,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SODEXO -ADR,,361.782,345.171,70.31,-38.986,114.669,99.785,506.081,272.843,-575.595,388.742,-63.386,15.094,-170.228,1851.52
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SONESTA INTL HOTELS  -CL A,15.974,-9.594,-1.581,-8.348,3.623,16.991,-0.053,7.732,4.843,-1.906,-11.395,,,,
Consumer Discretionary,Retailing,Specialty Retail,SONIC AUTOMOTIVE INC  -CL A,26.214,18.618,10.576,71.506,-72.091,-2.425,5.13,3.818,-9.543,23.064,-8.193,-19.929,1.458,-0.355,1.166
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SONIC CORP,1.865,3.494,1.98,4.259,-5.217,-1.562,3.166,15.828,18.841,93.331,-51.561,-56.527,23.138,25.249,-42.202
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,SONY CORP  -ADR,-151,576.903,244,1309,-653.871,-646.961,823.418,2869.624,-4343.286,5683.287,-2141.083,-1454.144,-724.458,2137.357,
Consumer Discretionary,Automobiles & Components,Auto Components,SORL AUTO PARTS INC,0,0,,0.021,0.73,0.231,10.176,-6.797,3.456,2.459,-3.564,10.426,24.137,-13.011,-14.232
Consumer Discretionary,Consumer Services,Diversified Consumer Services,SOTHEBY'S,12.306,52.961,-44.899,16.747,81.62,-22.067,96.138,127.159,-94.785,68.111,162.084,406.97,-122.286,-47.032,-27.486
Consumer Discretionary,Retailing,Distributors,SOURCE INTERLINK COS INC,-0.653,1.858,2.627,-0.607,-3.576,21.852,-23.239,35.65,,,,,,,
Consumer Discretionary,Media,Media,SPANISH BROADCASTING SYS INC,42.584,0.341,19.79,-25.821,86.423,-6.876,-58.341,-5.693,-28.27,20.728,1.56,16.126,-44.606,-3.094,
Consumer Discretionary,Media,Media,SPAR GROUP INC,-2.074,0,0,0,0.863,1.027,-0.766,0.098,0.439,-0.026,-0.736,0.782,0.087,1.022,
Consumer Discretionary,Automobiles & Components,Auto Components,SPARTAN MOTORS INC,0.499,3.658,3.889,10.399,-8.017,-0.761,4.133,-0.307,0.213,4.734,-3.968,17.17,-9.929,8.959,-2.137
Consumer Discretionary,Consumer Services,Diversified Consumer Services,SPECTRUM GROUP INTL INC,0.281,1.066,0.011,0.081,14.013,37.987,,,14.692,-18.315,4.775,1.861,1.124,-1.662,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SPEEDWAY MOTORSPORTS INC,-25.533,63.243,18.658,21.834,82.259,-98.843,0.123,38.262,-103.595,44.973,-5.451,-4.832,19.04,-9.065,12.703
Consumer Discretionary,Retailing,Specialty Retail,SPORT CHALET INC,3.477,-4.672,-0.043,-1.158,3.105,-3.613,1.277,0.053,-3.604,2.616,-2.855,2.76,0.964,-0.155,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,SPORT SUPPLY GROUP INC,0.249,-0.431,-0.082,0.098,7.107,32.853,-36.247,1.591,14.861,-9.788,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SPORT-HALEY HOLDINGS INC,-1.905,-2.263,4.015,-4.124,-0.414,3.831,0.771,-4.028,-1.634,-0.693,-0.244,-1.688,-0.144,0.037,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SPY INC,,,-0.094,0.007,10.896,-8.808,-1.39,-0.724,-0.084,0.183,-0.391,0.464,0.091,-0.132,-0.335
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",SPYR INC,,0.048,0.008,0.37,1.948,-1.608,0.065,0.697,-0.412,0.108,-0.027,-0.499,-0.33,1.246,5.366
Consumer Discretionary,Retailing,Specialty Retail,STAGE STORES INC,0.331,2.169,-1.793,-6.153,25.722,-6.772,-17.817,1.162,9.25,67.436,-4.365,-70.728,-0.684,-3.175,2.403
Consumer Discretionary,Automobiles & Components,Auto Components,STANDARD MOTOR PRODS,-32.681,-0.203,2.194,9.957,-4.713,-0.888,8.302,-9.087,-6.653,4.01,1.517,-1.264,2.203,-7.515,8.169
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,STANDARD PACIFIC CORP,35.265,-29.241,18.449,142.832,-19.679,-122.181,3.48,199.458,402.801,-30.286,135.812,-320.849,-63.967,16.736,-150.898
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,STANLEY FURNITURE CO INC,-1.772,0.13,7.272,-6.718,5.123,4.924,-6.287,25.379,12.365,-2.186,-16.295,-9.832,-4.77,-3.712,-1.634
Consumer Discretionary,Retailing,Specialty Retail,STAPLES INC,153.077,131.264,201.24,-38.424,539.845,-19.488,39.849,227.777,-611.674,782.045,45.438,-197.108,70.153,-833.197,126.774
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",STAR BUFFET INC,0.062,-0.374,-0.294,0.012,0.247,-0.201,-0.073,0.318,0.382,-0.225,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",STARBUCKS CORP,4.398,42.42,61.335,101.23,98.221,28.756,138.797,-31.345,-11.5,330,564.2,-15.9,40.5,1387.1,-867.3
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",STARWOOD HOTELS&RESORTS WRLD,-247,-32,1,319,-101,571,-714,-21,238,-302,666,-299,-149,311,319
Consumer Discretionary,Media,Media,STARZ,-419,782,93,893,-1553,559,1202,417,-992,1661,-1945,-20,-350.113,-724.027,-12.3
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",STEAKHOUSE PARTNERS INC,1.769,-2.25,1.643,-0.545,-1.49,-0.267,-0.449,0.002,,,,,,,
Consumer Discretionary,Retailing,Specialty Retail,STEIN MART INC,-4.529,-0.79,-0.417,2.106,8.285,-0.05,-2.64,-2.415,73.758,-7.928,-0.804,13.882,-26.82,-0.379,-1.54
Consumer Discretionary,Consumer Services,Diversified Consumer Services,STEINER LEISURE LTD,7.127,-20.778,4.933,5.259,29.95,0.323,-11.798,-8.399,0.062,22.279,8.88,0.914,12.383,0.224,-15.516
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,STEINWAY MUSICAL INSTRS INC,0.325,0.556,13.554,23.184,-14.911,7.58,-4.543,6.895,7.076,21.493,53.938,-69.923,23.518,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,STEWART ENTERPRISES  -CL A,60.718,-68.472,5.067,-9.605,2.929,19.091,3.265,27.675,1.029,-9.766,-6.748,9.628,2.499,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,STONEMOR PARTNERS LP,,,3.387,-0.005,8.919,-7.549,2.989,3.886,-6.732,6.411,-5.944,4.523,-4.112,4.229,-1.774
Consumer Discretionary,Automobiles & Components,Auto Components,STONERIDGE INC,1.67,-1.225,22.866,-3.093,28.19,-11.548,25.098,30.042,-3.232,-0.785,-19.933,6.757,-34.176,18.27,-19.804
Consumer Discretionary,Automobiles & Components,Auto Components,STRATTEC SECURITY CORP,-14.696,1.383,19.658,-5.054,24.329,2.719,8.762,-0.221,-13.99,-28.737,-0.897,-4.617,0.237,2.82,-0.551
Consumer Discretionary,Consumer Services,Diversified Consumer Services,STRAYER EDUCATION INC,12.977,32.469,-9.57,32.954,14.915,-22.792,-21.549,42.373,-38.657,7.579,0.149,-6.97,-9.62,47.243,67.523
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,STUDIO ONE MEDIA INC,0.256,-0.275,-0.002,0,0,0,0,0.417,-0.026,0.047,0.194,-0.382,-0.151,0.066,-0.087
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,STURM RUGER & CO INC,-4.091,-0.235,-0.24,-0.152,1.395,-0.784,3.259,-2.21,4.582,-4.68,0.124,75.924,-50.078,24.086,-46.163
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,SUMMER INFANT INC,,,,,,0.649,-0.643,-50.323,-0.783,-0.056,0.206,0.077,1.917,-1.559,-0.301
Consumer Discretionary,Media,Media,SUN-TIMES MEDIA GROUP INC,97.768,341.843,-366.146,-2.647,329.337,-180.066,-12.07,-43.785,-63.298,,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,SUPERIOR INDUSTRIES INTL,-14.578,13.336,-10.694,60.702,-65.503,-42.52,-38.964,38.384,40.102,-12.556,21.064,58.164,15.569,-4.063,-136.85
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SUPERIOR UNIFORM GROUP INC,-2.833,3.026,4.256,7.444,-14.765,3.07,0.7,-3.15,-0.637,6.232,2.742,-6.303,0.75,1.762,-0.73
Consumer Discretionary,Media,Media,SUPERMEDIA INC,,,,,0,0,172,-124,462,-298,-38,-84,15,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",SWANK INC,-0.259,-0.025,-0.323,0.076,0.006,-0.228,0.394,1.44,-1.996,0.228,2.664,-2.948,,,
Consumer Discretionary,Automobiles & Components,Auto Components,SYPRIS SOLUTIONS INC,4.268,-1.442,-0.829,-0.384,2.041,-2,20.34,-17.778,-0.905,1.891,0.984,1.581,0.491,0.01,
Consumer Discretionary,Retailing,Specialty Retail,SYSTEMAX INC,-2.974,21.968,26.531,-24.293,-2.445,34.668,23.673,41.057,-12.054,-57.658,33.768,5.177,53.4,30.7,-16.4
Consumer Discretionary,Automobiles & Components,Auto Components,T J T INC,-0.075,0.275,0.438,0.305,-0.229,0.708,1.023,-0.74,-1.676,0.731,0.936,0.05,-1.179,-0.523,
Consumer Discretionary,Retailing,Specialty Retail,TALBOTS INC,47.985,-51.68,7.26,60.089,-53.844,71.209,-67.097,-10.447,-7.541,94.838,-102.594,-1.442,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",TALON INTERNATIONAL INC,0.027,-0.081,0.239,14.157,-8.982,-3.183,0.657,-0.016,-0.519,-0.135,0.531,2.954,3.178,-5.148,-1.176
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",TANDY BRANDS ACCESSORIES INC,0.481,-0.582,6.427,-2.692,2.272,-2.657,0.753,-0.106,-1.221,0.815,-1.624,-0.416,-0.197,0.301,
Consumer Discretionary,Retailing,Specialty Retail,TANDY LEATHER FACTORY INC,0.1,0.175,-0.307,1.627,0.832,0.656,3.524,0.071,1.5,0.081,-3.598,6.472,-3.06,3.377,-0.446
Consumer Discretionary,Retailing,Multiline Retail,TARGET CORP,136,143,259,-42,1537,-597,-835,1637,-1586,1336,-488,-918,-10,-89,1515
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,TARRAGON CORP,0.19,4.848,9.034,3.603,0.44,16.667,-15.568,20.68,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",TARRANT APPAREL GROUP,0.41,-1.125,-0.136,1.931,-2.105,0.427,-0.737,-0.413,4.721,,,,,,
Consumer Discretionary,Automobiles & Components,Automobiles,TATA MOTORS LTD  -ADR,,,,62.235,258.436,32.433,31.012,93.506,224.988,904.021,610.867,1086.294,-547.21,716.86,
Consumer Discretionary,Media,Media,TECHNICOLOR  -ADR,1286.156,-213.624,-72.347,1158.924,-645.763,-1008.938,415.706,-1079.162,274.204,-286.64,-314.475,49.297,35.602,-124.011,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",TEFRON LTD,-11.34,0.659,1.664,0.135,-2.189,4.643,-3.895,-1.582,-0.818,0.338,7.457,-6.755,2.98,1.111,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,TEMPUR SEALY INTL INC,,-3.034,5.744,1.576,14.138,-10.513,-2.067,17.527,-17.93,-1.343,39.581,57.744,67.9,-98.3,-18.5
Consumer Discretionary,Automobiles & Components,Auto Components,TENNECO INC,-49,18,1,91,69,-73,61,-14,-62,41,66,-19,9,52,7
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",TEXAS ROADHOUSE INC,,,3.899,-2.088,40.507,-17.248,4.797,-22.22,-6.306,41.6,35.357,-8.484,2.969,13.128,-8.752
Consumer Discretionary,Media,Media,THOMSON-REUTERS CORP,8,195,177,-26,-278,2,-73,7163,-6656,270,-247,-442,879,33,-297
Consumer Discretionary,Media,Media,THOMSON-REUTERS PLC(GBR)-ADR,16.45,52.355,138.417,-173.067,45.984,130.629,-1041.975,271.849,-6656,,,,,,
Consumer Discretionary,Automobiles & Components,Automobiles,THOR INDUSTRIES INC,-9.21,0.404,53.134,18.931,3.996,27.476,32.54,-24.247,17.731,32.064,26.067,-32.316,3.207,17.959,52.735
