GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Information Technology,Software & Services,Internet Software & Services,VERADO HOLDINGS INC,0.7,,,,,,,,,,,,,,,,,1
Information Technology,Software & Services,Software,VERAMARK TECHNOLOGIES INC,0.115,0.009,0.022,0.089,0.136,0.164,0.208,0.166,0.472,0.309,1.543,0.271,0.472,,,,,13
Information Technology,Software & Services,Software,VERAZ NETWORKS INC,,,,,,,0.666,0.449,0.221,0.21,,,,,,,,4
Information Technology,Software & Services,Internet Software & Services,VERIDICOM INTERNATIONAL INC,0,2.429,0,2.111,0.959,0.324,,,,,,,,,,,,6
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VERIFONE SYSTEMS INC,,,,,0.452,0.542,0.624,4.14,0.364,0.186,0.182,0.282,0.965,0.528,0.494,0.599,0.552,13
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VERIFYME INC,,,,0,7.667,0.143,0,0,0,0,0,,,5.5,0,0.027,,11
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VERIGY LTD,,,,,,0.846,2,0.273,0.286,0.19,0.512,,,,,,,6
Information Technology,Software & Services,Software,VERINT SYSTEMS INC,,0.334,0.389,0.476,0.525,0.619,0.463,0.528,0.306,0.163,0.349,0.564,0.567,0.412,0.576,0.404,,15
Information Technology,Software & Services,Internet Software & Services,VERISIGN INC,5.766,3.601,0.331,0.177,0.178,0.274,0.328,0.252,0.191,0.306,0.199,1.012,0.162,0.196,0.116,0.127,,16
Information Technology,Software & Services,Software,VERISITY LTD,0.497,0.858,0.494,0.952,0.9,,,,,,,,,,,,,5
Information Technology,Software & Services,Software,VERITAS SOFTWARE CORP,1.75,0.866,0.479,0.353,0.205,,,,,,,,,,,,,5
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",VERITEC INC,1.286,0.429,0.111,1.091,0.733,1.846,0.273,1.429,0.318,0.654,0.022,0,0,0,,0,0,16
Information Technology,Software & Services,Software,VERITY INC,1.296,0.394,0.263,0.382,1.379,,,,,,,,,,,,,5
Information Technology,Software & Services,Software,VERSANT CORP,0.101,0.041,0.001,0.141,0.213,0.027,0.294,1.909,0.287,0.245,0.984,1.222,,,,,,12
Information Technology,Software & Services,Software,VERSATA INC,6.569,0.308,,0.051,0.189,,,,,,,,,,,,,4
Information Technology,Technology Hardware & Equipment,Communications Equipment,VERSO TECHNOLOGIES INC,1.075,0.158,0.121,0.298,0.352,0.211,0.152,0.173,,,,,,,,,,8
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VERSUM MATERIALS INC,,,,,,,,,,,,,,,,0.063,0.119,2
Information Technology,Technology Hardware & Equipment,Communications Equipment,VERSUS TECHNOLOGY INC,0.664,0.15,0.015,0.288,0.49,0.651,0.936,0.985,2.888,0.085,0.184,0.993,,,,,,12
Information Technology,Software & Services,Software,VERTEL CORP,0.565,0.261,0.336,,,,,,,,,,,,,,,3
Information Technology,Software & Services,Software,VERTICAL COMMUNICATIONS INC,0.625,0.806,0.107,0.346,0.28,4.834,0.664,0.194,0.677,,,,,,,,,9
Information Technology,Software & Services,Software,VERTICAL COMPUTER SYS INC,,,,,,,,,,,,,,0.259,0.348,0,,3
Information Technology,Software & Services,Software,VERTICALNET INC,2.204,0.456,0.073,0.065,1.603,0.425,0.106,,,,,,,,,,,7
Information Technology,Software & Services,Internet Software & Services,VERTRO INC,3.463,0.603,3.64,1.071,1.607,0.457,0.396,0.026,1.162,0.067,4.634,,,,,,,11
Information Technology,Software & Services,IT Services,VESTCOM INTERNATIONAL INC,0.266,0.147,,,,,,,,,,,,,,,,2
Information Technology,Software & Services,Software,VI GROUP PLC  -ADR,,,1.32,0.342,,,,,,,,,,,,,,2
Information Technology,Software & Services,Internet Software & Services,VIA NET.WORKS INC,0.701,0.575,0.181,0.429,0.6,,,,,,,,,,,,,5
Information Technology,Software & Services,Internet Software & Services,VIADOR INC,3.859,0.016,,,,,,,,,,,,,,,,2
Information Technology,Software & Services,Internet Software & Services,VIANET TECH GROUP LTD,0.173,,,,,,,,,,,,,,,,,1
Information Technology,Technology Hardware & Equipment,Communications Equipment,VIANET TECHNOLOGIES INC,4.044,0.217,0.044,,,,,,,,,,,,,,,3
Information Technology,Software & Services,Internet Software & Services,VIANT CORP,1.94,0.209,,,,,,,,,,,,,,,,2
Information Technology,Technology Hardware & Equipment,Communications Equipment,VIASAT INC,0.915,0.785,0.393,0.254,0.352,0.713,0.334,0.442,1.812,0.79,0.32,0.268,0.2,0.337,0.348,0.32,,16
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VIASYSTEMS GROUP INC,0.296,0.174,,,,,,,0.201,0.094,0.286,0.372,0.354,0.254,0.145,,,9
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VIASYSTEMS INC,0.296,0.174,0.084,0.169,0.328,0.364,0.219,0.144,0.201,,,,,,,,,9
Information Technology,Technology Hardware & Equipment,Communications Equipment,VIAVI SOLUTIONS INC,1.546,,0.113,0.096,0.234,0.183,0.415,0.376,0.246,0.257,0.217,0.638,0.29,0.257,0.404,0.351,0.121,16
Information Technology,Software & Services,Internet Software & Services,VICINITY CORP,5.461,1.312,0.056,,,,,,,,,,,,,,,3
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VICON INDUSTRIES INC,0.204,0.081,0.059,0.088,0.1,0.079,0.077,0.048,0.087,0.108,0.067,0.085,0.058,0.958,0.028,0.144,0.288,17
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",VIDEO DISPLAY CORP,0.236,0.382,0.121,0.089,0.099,0.252,0.051,0.106,0.135,0.062,0.167,0.136,0.164,0.019,0.04,0.124,,16
Information Technology,Technology Hardware & Equipment,Communications Equipment,VIDEO RIVER NETWORKS INC,,0,,1,0,0.538,1.077,0.5,0.244,,,,,,,,,7
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",VIEWCAST.COM INC,0.563,0.209,0.1,0.278,0.22,0.146,1.368,1.242,0.491,0.252,0.193,0.417,0.262,,,,,13
Information Technology,Software & Services,IT Services,VIEWLOCITY INC,0.552,0.562,0.113,,,,,,,,,,,,,,,3
Information Technology,Software & Services,Internet Software & Services,VIGNETTE CORP,4.869,0.36,0.115,0.315,0.299,0.436,0.433,0.522,0.452,,,,,,,,,9
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VIMICRO INTL CORP -ADR,,,,,,1.375,1.34,0.531,0.415,0.309,0.613,1.217,0.597,0.486,0.796,,,10
Information Technology,Technology Hardware & Equipment,Communications Equipment,VINA TECHNOLOGIES INC,2.789,0.271,0.123,,,,,,,,,,,,,,,3
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",VIOLIN MEMORY INC,,,,,,,,,,,,,1.363,0.71,0.86,0.699,,4
Information Technology,Software & Services,Internet Software & Services,VIRAGE INC,2.724,0.056,0.043,,,,,,,,,,,,,,,3
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VIRAGE LOGIC CORP,1.521,0.803,0.967,0.758,0.167,0.775,0.27,0.059,0.362,0.787,,,,,,,,10
Information Technology,Technology Hardware & Equipment,Semiconductor Equipment & Products,VIRATA CORP,4.864,,,,,,,,,,,,,,,,,1
Information Technology,Software & Services,Software,VIRNETX HOLDING CORP,0.519,0,0.167,0,,,0.5,11.5,0.606,0.182,0.542,2.04,0.661,0.1,0.66,0.156,,14
Information Technology,Software & Services,Internet Software & Services,VIRTGAME CORP,,0.006,0.16,1.286,2.707,,,,,,,,,,,,,4
Information Technology,Software & Services,Internet Software & Services,VIRTUAL PIGGY INC,,,,,,,,,,,,0.3,11.444,0.433,1.577,0.044,,5
Information Technology,Software & Services,IT Services,VIRTUSA CORP,,,,,,,1.213,1.661,0.605,0.205,0.396,0.465,0.383,0.203,0.417,0.355,,10
Information Technology,Software & Services,Internet Software & Services,VIRYANET LTD,1.563,0.357,0.027,0.009,0.31,0.335,0.102,1.19,0.134,0.042,1.124,0.783,0.312,0.343,,,,14
Information Technology,Software & Services,IT Services,VISA INC,,,,,,,,0.569,1.325,0.283,0.2,0.26,0.244,0.288,0.319,0.219,0.277,10
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VISCOUNT SYSTEMS INC,,0,1.409,0.022,0.16,0.042,0.095,0,0,0,0,0,0,0,7.571,0.09,,15
Information Technology,Technology Hardware & Equipment,Communications Equipment,VISEON INC,0.338,0.764,0.07,0.079,0.389,0.139,5.385,,,,,,,,,,,7
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VISHAY INTERTECHNOLOGY INC,0.247,0.167,0.094,0.099,0.13,0.117,0.168,0.178,0.124,0.043,0.144,0.185,0.166,0.167,0.169,0.164,,16
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VISHAY PRECISION GROUP INC,,,,,,,,,,0.043,0.188,0.348,0.155,0.13,0.198,0.192,,7
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VISIONICS CORP,0.649,1.233,,,,,,,,,,,,,,,,2
Information Technology,Software & Services,IT Services,VISIPHOR CORP,,,6.156,0.029,0.173,1.208,0.112,0.096,,,,,,,,,,6
Information Technology,Software & Services,Software,VISUAL NETWORKS INC,0.89,0.064,0.157,0.283,0.423,,,,,,,,,,,,,5
Information Technology,Software & Services,Internet Software & Services,VISUAL SCIENCES INC/DE,,,,0.431,1.156,0.81,1.712,,,,,,,,,,,4
Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",VISUALANT INC,,,,,,,,,,,,0.206,0.208,0.055,0,0,0.066,6
Information Technology,Software & Services,Internet Software & Services,VITALSTREAM HOLDINGS INC,0.429,,3.857,0.099,1.04,2.053,,,,,,,,,,,,5
Information Technology,Software & Services,Internet Software & Services,VITAMINSHOPPE.COM INC,0.881,,,,,,,,,,,,,,,,,1
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VITESSE SEMICONDUCTOR CORP,1.143,1.075,0.303,0.149,0.212,1.065,0.087,0.07,0.534,0.289,0.391,0.422,0.136,0.341,0.478,,,15
Information Technology,Software & Services,Internet Software & Services,VITRIA TECHNOLOGY INC,3.127,0.44,0.218,0.08,0.083,1.153,,,,,,,,,,,,6
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",VIXEL CORP,0.453,0.146,0.25,,,,,,,,,,,,,,,3
Information Technology,Software & Services,Software,VIZACOM INC,0.089,0.002,,,,,,,,,,,,,,,,2
Information Technology,Software & Services,Software,VMWARE INC -CL A,,,,,,,2.718,5.526,0.692,0.247,0.327,0.549,0.446,0.519,0.417,0.322,0.136,11
Information Technology,Software & Services,Internet Software & Services,VOCALTEC COMMUNICATIONS -OLD,1.189,0.202,0.162,0.288,0.305,,,,,,,,,,,,,5
Information Technology,Software & Services,Internet Software & Services,VOCUS INC,,,,,0.843,2.997,0.242,0.314,0.429,0.347,0.652,2.225,0.263,0.259,,,,10
Information Technology,Technology Hardware & Equipment,Communications Equipment,VODAVI TECHNOLOGY INC,0.124,0.085,0.307,0.166,0.262,0.255,,,,,,,,,,,,6
Information Technology,Software & Services,Software,VOICE MOBILITY INTL INC,,,,,,,,1.045,0.147,1.5,0,0,,,,,,5
Information Technology,Software & Services,Software,VOICEFLASH NETWORKS INC,,0.346,0.179,,,,,,,,,,,,,,,2
Information Technology,Software & Services,Internet Software & Services,VOIS INC  -OLD,,,0.051,0.254,0,,,,1.455,0.19,0,0,,,,,,7
Information Technology,Software & Services,Software,VOLTAIRE LTD,,,,,,,1.066,1.905,0.772,1.681,,,,,,,,4
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VOLTERRA SEMICONDUCTOR CORP,,,,0.309,0.622,1.97,0.763,0.442,0.4,0.258,1.312,0.557,0.832,,,,,10
Information Technology,Software & Services,Software,VOXWARE INC,0.656,1.032,0.026,0.253,1.524,0.652,1.475,0.474,1.624,0.137,0.361,,,,,,,11
Information Technology,Software & Services,Software,VRINGO INC  -OLD,,,,,,,,,,0.127,0.48,0.152,,,,,,3
Information Technology,Technology Hardware & Equipment,Communications Equipment,VYYO INC,3.738,0.639,0.087,0.274,0.888,1.069,0.241,0.263,,,,,,,,,,8
Information Technology,Software & Services,IT Services,WAREFORCE.COM,0.446,,,,,,,,,,,,,,,,,1
Information Technology,Software & Services,Software,WATCHGUARD TECHNOLOGIES INC,,,0.169,0.284,0.46,0.395,,,,,,,,,,,,4
Information Technology,Software & Services,IT Services,WATCHIT MEDIA INC,0.312,0.06,0.142,0.424,0.893,0.375,,,,,,,,,,,,6
Information Technology,Software & Services,Software,WAVE SYSTEMS CORP  -CL A,1.428,0.29,0.268,0.387,0.133,0.112,0.436,1.471,0.341,0.215,2.228,1.963,0.137,0.214,0.198,,,15
Information Technology,Technology Hardware & Equipment,Communications Equipment,WAVECOM SA  -ADR,1.654,0.973,2.053,0.456,0.099,0.117,0.984,0.59,,,,,,,,,,8
