GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,AFTERMASTER INC,-10.8,-6.6,-3,0,-0.22,-0.1,-0.08,-0.8,-0.71,-0.46,-0.26,-0.35,-0.23,-0.11,-0.09,-0.13,-0.06,17
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AG&E HOLDINGS INC,0.104,-0.367,0.095,-0.085,0.112,-0.274,0.033,0.017,0.018,0.1,0.019,0,0.01,0.06,-0.21,-0.05,,16
Consumer Discretionary,Retailing,Distributors,AGRITEK HOLDINGS INC,,,,,,,,0,-0.04,-0.02,0,-0.1,0,-0.1,-0.03,-0.01,,13
Consumer Discretionary,Media,Media,AIRMEDIA GROUP INC -ADS,,,,,,,0.06,-0.08,0.46,-0.56,-0.08,-0.15,-0.52,-0.18,-0.43,-1.16,,10
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,AJAY SPORTS INC,-0.18,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Retailing,Multiline Retail,ALCO STORES INC,1.04,1.13,1.32,1.5,0.99,1.12,1.49,-0.06,-0.79,0.8,-0.93,0.48,0.48,-7.53,,,,14
Consumer Discretionary,Consumer Services,Diversified Consumer Services,ALDERWOODS GROUP INC,-1.64,-1.29,-5.86,0.25,-0.09,1.06,,,,,,,,,,,,6
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,ALDILA INC,0.63,-10.11,-0.57,-0.35,1.85,2.54,2.04,2.94,-0.48,-0.05,0.43,-1.1,,,,,,12
Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,ALIBRIS INC-REDH,,,-11.61,-9.21,,,,,,,,,,,,,,2
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ALL AMERICAN GROUP INC,0.14,-0.25,0.62,0.48,0.87,-1.24,-2.12,-2.46,-1.18,-1.26,,,,,,,,10
Consumer Discretionary,Retailing,Distributors,ALL AMERICAN SEMICONDUCTOR,2.92,-3.52,0.49,0.14,0.84,0.15,,,,,,,,,,,,6
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ALL AMERICAN SPORTPARK INC,-0.03,-0.19,-0.06,0.1,-0.17,-0.49,-0.3,-0.24,0.03,-0.13,-0.23,-0.15,-0.2,-0.2,-0.14,-0.15,,16
Consumer Discretionary,Media,Media,ALLIANCE ATLANTIS COMM -CL B,0.7,0.75,-0.3,-2.79,0.65,1.4,0.99,,,,,,,,,,,7
Consumer Discretionary,Retailing,Distributors,ALLIANCE MEDIA HOLDINGS INC,-0.088,-2.2,-21.56,-11,-0.01,0,0,-0.03,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,17
Consumer Discretionary,Media,Media,ALLIANCE MMA INC,,,,,,,,,,,,,,,,-0.04,,1
Consumer Discretionary,Media,Media,ALLOY INC,-6.44,-4.08,2.2,-7.48,-8.76,-2.4,-0.58,-5.24,0.78,-0.42,,,,,,,,10
Consumer Discretionary,Media,Media,ALTERNATE MARKETING NETWORKS,0.49,-0.09,-0.05,,,,,,,,,,,,,,,3
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMARILLO MESQUITE GRILL INC,-0.08,-0.35,,,,,,,,,,,,,,,,2
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMAYA INC,,,,,,,,,,,,,,-0.31,0.45,-0.14,,3
Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,AMAZON.COM INC,-4.02,-1.53,-0.4,0.09,1.45,0.81,0.46,1.15,1.52,2.08,2.58,1.39,-0.09,0.6,-0.52,1.28,,16
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMBASSADORS GROUP INC,0.57,0.485,0.55,0.51,0.78,1.1,1.3,1.6,0.99,1.06,0.43,0.17,0.1,-0.42,-0.54,,,15
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,AMBIENT WATER CORP,,,,,,,,,,,,,-0.02,-0.02,-0.04,-0.02,,4
Consumer Discretionary,Consumer Services,Diversified Consumer Services,AMBOW EDUCATION HLDGS  -ADR,,,,,,,,,4.2,8.4,13.8,9.3,-106.8,-38.1,-23.7,-2.32,,8
Consumer Discretionary,Media,Media,AMC ENTERTAINMENT HOLDINGS,,,,,,,,,,,,,0.14,3.83,0.65,1.06,,4
Consumer Discretionary,Media,Media,AMC ENTERTAINMENT INC -OLD,-3.84,-1.73,-1.31,-1.28,,,,,,,,,,,,,,4
Consumer Discretionary,Media,Media,AMC NETWORKS INC,,,,,,,,,,,1.63,1.78,1.94,4.06,3.67,5.06,,6
Consumer Discretionary,Automobiles & Components,Auto Components,AMCAST INDUSTRIAL CORP,0.38,-4.38,-2.45,-0.08,,,,,,,,,,,,,,4
Consumer Discretionary,Retailing,Distributors,AMCON DISTRIBUTING CO,8.58,-3.9,3.9,1.92,-7.94,-21.91,1.81,7.19,9.65,14.45,15.36,13.09,11.56,9.08,7.81,9.96,9.37,17
Consumer Discretionary,Retailing,Specialty Retail,AMERICA'S CAR-MART INC,0.513,-0.113,1.287,1.38,1.53,1.41,0.36,1.27,1.52,2.29,2.59,3.36,3.53,2.36,3.42,1.38,,16
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,AMERICAN AMMUNITION/CA,,-1.6,-0.8,-1,-1,-1.6,-1.01,,,,,,,,,,,6
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",AMERICAN APPAREL INC,,,,,,,,0.32,0.2,0.02,-1.21,-0.42,-0.35,-0.96,-0.43,,,8
Consumer Discretionary,Automobiles & Components,Auto Components,AMERICAN AXLE & MFG HOLDINGS,2.79,2.55,3.62,3.84,3.09,1.12,-4.42,0.72,-23.73,-4.81,1.61,1.91,4.88,1.23,1.85,3.03,,16
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERICAN CLASSIC VOYAGES CO,-0.49,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Media,Media,AMERICAN COIN MERCHNDSNG INC,0.16,0.25,,,,,,,,,,,,,,,,2
Consumer Discretionary,Media,Media,AMERICAN COMMUNITY NEWSPAPER,,,,,,0.04,0.06,-0.29,,,,,,,,,,3
Consumer Discretionary,Media,Media,AMERICAN FILM TECHNOLOGIES,-0.01,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,AMERICAN GREETINGS  -CL A,-1.46,-1.92,1.85,1.57,1.03,1.37,0.75,1.54,-4.89,2.07,2.18,1.44,1.5,,,,,13
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,AMERICAN HOMESTAR CORP,-2.59,-9.76,1.85,-0.18,-0.13,-0.24,1.6,0.18,-0.84,,,,,,,,,9
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERICAN LEISURE HLDGS -OLD,,0,,-0.31,-0.92,-0.55,-1.15,,,,,,,,,,,5
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,AMERICAN OUTDOOR BRANDS CORP,-0.23,-0.27,0.52,0.05,0.17,0.24,0.33,0.23,-1.37,0.56,-1.37,0.41,1.25,1.51,0.92,1.72,,16
Consumer Discretionary,Consumer Services,Diversified Consumer Services,AMERICAN PUBLIC EDUCATION,,,,,,,0.15,0.52,0.91,1.32,1.63,2.28,2.38,2.38,2.36,1.94,,10
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERICAN RESTAURANT PRTNS-LP,92.5,122.5,185,145,,,,,,,,,,,,,,4
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERICAN SKIING CO,-1.69,-4.72,-6.34,-2.59,-0.9,-2.31,-2.07,,,,,,,,,,,7
